year,pop,city_st
1989,7025.871363636364,"Greenfield, CA"
1990,7464,"Greenfield, CA"
1991,7929.524389952153,"Greenfield, CA"
1992,8418.855183413078,"Greenfield, CA"
1993,8927.471279904306,"Greenfield, CA"
1994,9450.851578947368,"Greenfield, CA"
1995,9984.474980063795,"Greenfield, CA"
1996,10523.82038277512,"Greenfield, CA"
1997,11064.36668660287,"Greenfield, CA"
1998,11601.59279106858,"Greenfield, CA"
1999,12130.97759569378,"Greenfield, CA"
2000,12648,"Greenfield, CA"
2001,13148.325253588517,"Greenfield, CA"
2002,13628.364006379585,"Greenfield, CA"
2003,14084.713258373205,"Greenfield, CA"
2004,14513.970009569377,"Greenfield, CA"
2005,14912.731259968103,"Greenfield, CA"
2006,15277.594009569377,"Greenfield, CA"
2007,15605.155258373205,"Greenfield, CA"
2008,15892.012006379584,"Greenfield, CA"
2009,16134.761253588516,"Greenfield, CA"
2010,16330,"Greenfield, CA"
1900,2565,"Greenville, NC"
1901,2768.133303556795,"Greenville, NC"
1902,2955.949872989858,"Greenville, NC"
1903,3130.0657082991884,"Greenville, NC"
1904,3292.0968094847867,"Greenville, NC"
1905,3443.659176546653,"Greenville, NC"
1906,3586.3688094847867,"Greenville, NC"
1907,3721.841708299188,"Greenville, NC"
1908,3851.6938729898575,"Greenville, NC"
1909,3977.541303556795,"Greenville, NC"
1910,4101,"Greenville, NC"
1911,4223.8982357318455,"Greenville, NC"
1912,4348.913377814199,"Greenville, NC"
1913,4478.935066721298,"Greenville, NC"
1914,4616.852942927384,"Greenville, NC"
1915,4765.556646906694,"Greenville, NC"
1916,4927.935819133469,"Greenville, NC"
1917,5106.880100081948,"Greenville, NC"
1918,5305.2791302263695,"Greenville, NC"
1919,5526.022550040974,"Greenville, NC"
1920,5772,"Greenville, NC"
1921,6045.039753515821,"Greenville, NC"
1922,6342.724615753346,"Greenville, NC"
1923,6661.5760248156175,"Greenville, NC"
1924,6998.115418805678,"Greenville, NC"
1925,7348.86423582657,"Greenville, NC"
1926,7710.343913981336,"Greenville, NC"
1927,8079.075891373021,"Greenville, NC"
1928,8451.581606104664,"Greenville, NC"
1929,8824.382496279308,"Greenville, NC"
1930,9194,"Greenville, NC"
1931,9557.679750204868,"Greenville, NC"
1932,9915.564159172416,"Greenville, NC"
1933,10268.519834016231,"Greenville, NC"
1934,10617.413381849903,"Greenville, NC"
1935,10963.111409787023,"Greenville, NC"
1936,11306.480524941184,"Greenville, NC"
1937,11648.38733442597,"Greenville, NC"
1938,11989.698445354974,"Greenville, NC"
1939,12331.280464841788,"Greenville, NC"
1940,12674,"Greenville, NC"
1941,13019.093245664702,"Greenville, NC"
1942,13369.274747556989,"Greenville, NC"
1943,13727.628639119459,"Greenville, NC"
1944,14097.239053794707,"Greenville, NC"
1945,14481.190125025334,"Greenville, NC"
1946,14882.565986253932,"Greenville, NC"
1947,15304.4507709231,"Greenville, NC"
1948,15749.928612475438,"Greenville, NC"
1949,16222.083644353537,"Greenville, NC"
1950,16724,"Greenville, NC"
1951,17257.563267136324,"Greenville, NC"
1952,17819.864850599628,"Greenville, NC"
1953,18406.797609505935,"Greenville, NC"
1954,19014.254402971266,"Greenville, NC"
1955,19638.128090111644,"Greenville, NC"
1956,20274.311530043087,"Greenville, NC"
1957,20918.697581881625,"Greenville, NC"
1958,21567.179104743274,"Greenville, NC"
1959,22215.64895774406,"Greenville, NC"
1960,22860,"Greenville, NC"
1961,23497.014685790004,"Greenville, NC"
1962,24127.0338500445,"Greenville, NC"
1963,24751.2879228568,"Greenville, NC"
1964,25371.00733432023,"Greenville, NC"
1965,25987.422514528094,"Greenville, NC"
1966,26601.763893573712,"Greenville, NC"
1967,27215.2619015504,"Greenville, NC"
1968,27829.146968551464,"Greenville, NC"
1969,28444.649524670225,"Greenville, NC"
1970,29063,"Greenville, NC"
1971,29685.494989703668,"Greenville, NC"
1972,30313.695749222377,"Greenville, NC"
1973,30949.229699066855,"Greenville, NC"
1974,31593.72425974781,"Greenville, NC"
1975,32248.806851775975,"Greenville, NC"
1976,32916.10489566206,"Greenville, NC"
1977,33597.245811916786,"Greenville, NC"
1978,34293.85702105087,"Greenville, NC"
1979,35007.565943575035,"Greenville, NC"
1980,35740,"Greenville, NC"
1981,36493.30635539533,"Greenville, NC"
1982,37271.71115306599,"Greenville, NC"
1983,38079.960280875785,"Greenville, NC"
1984,38922.79962668852,"Greenville, NC"
1985,39804.97507836801,"Greenville, NC"
1986,40731.23252377805,"Greenville, NC"
1987,41706.31785078247,"Greenville, NC"
1988,42734.97694724506,"Greenville, NC"
1989,43821.955701029634,"Greenville, NC"
1990,44972,"Greenville, NC"
1991,46189.34658871501,"Greenville, NC"
1992,47476.195638513665,"Greenville, NC"
1993,48834.238177430016,"Greenville, NC"
1994,50265.16523349811,"Greenville, NC"
1995,51770.667834752,"Greenville, NC"
1996,53352.43700922573,"Greenville, NC"
1997,55012.16378495334,"Greenville, NC"
1998,56751.5391899689,"Greenville, NC"
1999,58572.25425230643,"Greenville, NC"
2000,60476,"Greenville, NC"
2001,62464.56928974464,"Greenville, NC"
2002,64540.16229287936,"Greenville, NC"
2003,66705.08100940417,"Greenville, NC"
2004,68961.62743931904,"Greenville, NC"
2005,71312.103582624,"Greenville, NC"
2006,73758.81143931905,"Greenville, NC"
2007,76304.05300940416,"Greenville, NC"
2008,78950.13029287936,"Greenville, NC"
2009,81699.34528974464,"Greenville, NC"
2010,84554,"Greenville, NC"
1900,2400,"Greenwich, CT"
1901,2335.249002589715,"Greenwich, CT"
1902,2324.784004603938,"Greenwich, CT"
1903,2366.0270060426683,"Greenwich, CT"
1904,2456.400006905907,"Greenwich, CT"
1905,2593.325007193653,"Greenwich, CT"
1906,2774.2240069059067,"Greenwich, CT"
1907,2996.5190060426685,"Greenwich, CT"
1908,3257.632004603938,"Greenwich, CT"
1909,3554.985002589715,"Greenwich, CT"
1910,3886,"Greenwich, CT"
1911,4245.557596892342,"Greenwich, CT"
1912,4618.372793554487,"Greenwich, CT"
1913,4986.61919033173,"Greenwich, CT"
1914,5332.470387569368,"Greenwich, CT"
1915,5638.099985612694,"Greenwich, CT"
1916,5885.681584807005,"Greenwich, CT"
1917,6057.388785497596,"Greenwich, CT"
1918,6135.395188029761,"Greenwich, CT"
1919,6101.874392748798,"Greenwich, CT"
1920,5939,"Greenwich, CT"
1921,5641.652609840918,"Greenwich, CT"
1922,5255.540821178115,"Greenwich, CT"
1923,4839.080232630411,"Greenwich, CT"
1924,4450.686442816624,"Greenwich, CT"
1925,4148.775050355572,"Greenwich, CT"
1926,3991.7616538660745,"Greenwich, CT"
1927,4038.06185196695,"Greenwich, CT"
1928,4346.0912432770165,"Greenwich, CT"
1929,4974.265426415093,"Greenwich, CT"
1930,5980.999999999999,"Greenwich, CT"
1931,7403.089963743989,"Greenwich, CT"
1932,9190.847921733053,"Greenwich, CT"
1933,11272.965879146628,"Greenwich, CT"
1934,13578.13584116414,"Greenwich, CT"
1935,16035.04981296502,"Greenwich, CT"
1936,18572.3997997287,"Greenwich, CT"
1937,21118.877806634606,"Greenwich, CT"
1938,23603.17583886217,"Greenwich, CT"
1939,25953.98590159083,"Greenwich, CT"
1940,28100.000000000007,"Greenwich, CT"
1941,29988.10153518313,"Greenwich, CT"
1942,31637.93949188967,"Greenwich, CT"
1943,33087.35425078308,"Greenwich, CT"
1944,34374.186192526824,"Greenwich, CT"
1945,35536.27569778435,"Greenwich, CT"
1946,36611.46314721914,"Greenwich, CT"
1947,37637.58892149464,"Greenwich, CT"
1948,38652.4934012743,"Greenwich, CT"
1949,39694.01696722161,"Greenwich, CT"
1950,40800,"Greenwich, CT"
1951,41998.352895523494,"Greenwich, CT"
1952,43277.26611070827,"Greenwich, CT"
1953,44615.00011772105,"Greenwich, CT"
1954,45989.81538872857,"Greenwich, CT"
1955,47379.97239589757,"Greenwich, CT"
1956,48763.731611394745,"Greenwich, CT"
1957,50119.353507386855,"Greenwich, CT"
1958,51425.09855604061,"Greenwich, CT"
1959,52659.22722952275,"Greenwich, CT"
1960,53800,"Greenwich, CT"
1961,54830.1868827229,"Greenwich, CT"
1962,55750.59606527726,"Greenwich, CT"
1963,56566.54527833272,"Greenwich, CT"
1964,57283.352252558885,"Greenwich, CT"
1965,57906.334718625396,"Greenwich, CT"
1966,58440.810407201876,"Greenwich, CT"
1967,58892.09704895795,"Greenwich, CT"
1968,59265.512374563245,"Greenwich, CT"
1969,59566.37411468738,"Greenwich, CT"
1970,59800,"Greenwich, CT"
1971,59971.699573584905,"Greenwich, CT"
1972,60086.749628182675,"Greenwich, CT"
1973,60150.41876894808,"Greenwich, CT"
1974,60167.97560103588,"Greenwich, CT"
1975,60144.68872960086,"Greenwich, CT"
1976,60085.826759797754,"Greenwich, CT"
1977,59996.65829678135,"Greenwich, CT"
1978,59882.451945706416,"Greenwich, CT"
1979,59748.47631172771,"Greenwich, CT"
1980,59600,"Greenwich, CT"
1981,59442.21482293748,"Greenwich, CT"
1982,59280.00542199203,"Greenwich, CT"
1983,59118.17964587495,"Greenwich, CT"
1984,58961.54534329757,"Greenwich, CT"
1985,58814.91036297118,"Greenwich, CT"
1986,58683.082553607106,"Greenwich, CT"
1987,58570.869763916635,"Greenwich, CT"
1988,58483.07984261109,"Greenwich, CT"
1989,58424.52063840177,"Greenwich, CT"
1990,58400,"Greenwich, CT"
1991,58414.341134665185,"Greenwich, CT"
1992,58472.42868384922,"Greenwich, CT"
1993,58579.162647552104,"Greenwich, CT"
1994,58739.443025773835,"Greenwich, CT"
1995,58958.169818514405,"Greenwich, CT"
1996,59240.24302577383,"Greenwich, CT"
1997,59590.562647552106,"Greenwich, CT"
1998,60014.02868384922,"Greenwich, CT"
1999,60515.54113466519,"Greenwich, CT"
2000,61100,"Greenwich, CT"
1980,2809,"Greenwood Lake, NY"
1981,2850.196,"Greenwood Lake, NY"
1982,2891.808,"Greenwood Lake, NY"
1983,2933.572,"Greenwood Lake, NY"
1984,2975.224,"Greenwood Lake, NY"
1985,3016.5,"Greenwood Lake, NY"
1986,3057.136,"Greenwood Lake, NY"
1987,3096.868,"Greenwood Lake, NY"
1988,3135.432,"Greenwood Lake, NY"
1989,3172.564,"Greenwood Lake, NY"
1990,3208,"Greenwood Lake, NY"
1991,3241.476,"Greenwood Lake, NY"
1992,3272.728,"Greenwood Lake, NY"
1993,3301.492,"Greenwood Lake, NY"
1994,3327.504,"Greenwood Lake, NY"
1995,3350.5,"Greenwood Lake, NY"
1996,3370.216,"Greenwood Lake, NY"
1997,3386.388,"Greenwood Lake, NY"
1998,3398.752,"Greenwood Lake, NY"
1999,3407.044,"Greenwood Lake, NY"
2000,3411,"Greenwood Lake, NY"
2001,3410.356,"Greenwood Lake, NY"
2002,3404.848,"Greenwood Lake, NY"
2003,3394.212,"Greenwood Lake, NY"
2004,3378.184,"Greenwood Lake, NY"
2005,3356.5,"Greenwood Lake, NY"
2006,3328.896,"Greenwood Lake, NY"
2007,3295.108,"Greenwood Lake, NY"
2008,3254.872,"Greenwood Lake, NY"
2009,3207.924,"Greenwood Lake, NY"
2010,3154,"Greenwood Lake, NY"
2010,2617,"Grifton, NC"
1920,4236,"Groton, CT"
1921,4220.912449236009,"Groton, CT"
1922,4203.953687530682,"Groton, CT"
1923,4186.132714884021,"Groton, CT"
1924,4168.4585312960235,"Groton, CT"
1925,4151.9401367666915,"Groton, CT"
1926,4137.586531296023,"Groton, CT"
1927,4126.40671488402,"Groton, CT"
1928,4119.409687530682,"Groton, CT"
1929,4117.604449236009,"Groton, CT"
1930,4122,"Groton, CT"
1931,4133.595360916789,"Groton, CT"
1932,4153.349637457045,"Groton, CT"
1933,4182.211956185567,"Groton, CT"
1934,4221.131443667157,"Groton, CT"
1935,4271.057226466618,"Groton, CT"
1936,4332.938431148748,"Groton, CT"
1937,4407.724184278351,"Groton, CT"
1938,4496.363612420226,"Groton, CT"
1939,4599.805842139175,"Groton, CT"
1940,4719,"Groton, CT"
1941,4854.9451070968335,"Groton, CT"
1942,5008.839762641139,"Groton, CT"
1943,5181.932460373711,"Groton, CT"
1944,5375.471694035346,"Groton, CT"
1945,5590.705957366838,"Groton, CT"
1946,5828.883744108984,"Groton, CT"
1947,6091.253548002577,"Groton, CT"
1948,6379.063862788415,"Groton, CT"
1949,6693.56318220729,"Groton, CT"
1950,7036,"Groton, CT"
1951,7405.462210695876,"Groton, CT"
1952,7792.3953119784,"Groton, CT"
1953,8185.084202319587,"Groton, CT"
1954,8571.813780191458,"Groton, CT"
1955,8940.868944066027,"Groton, CT"
1956,9280.534592415315,"Groton, CT"
1957,9579.09562371134,"Groton, CT"
1958,9824.836936426116,"Groton, CT"
1959,10006.043429031664,"Groton, CT"
1960,10111,"Groton, CT"
1961,10132.53505011966,"Groton, CT"
1962,10081.650989445263,"Groton, CT"
1963,9973.893730347938,"Groton, CT"
1964,9824.809185198821,"Groton, CT"
1965,9649.943266369048,"Groton, CT"
1966,9464.84188622975,"Groton, CT"
1967,9285.050957152062,"Groton, CT"
1968,9126.116391507117,"Groton, CT"
1969,9003.584101666052,"Groton, CT"
1970,8933,"Groton, CT"
1971,8925.491588825478,"Groton, CT"
1972,8974.512730240549,"Groton, CT"
1973,9069.098876288659,"Groton, CT"
1974,9198.285479013255,"Groton, CT"
1975,9351.107990457782,"Groton, CT"
1976,9516.601862665684,"Groton, CT"
1977,9683.802547680412,"Groton, CT"
1978,9841.74549754541,"Groton, CT"
1979,9979.466164304124,"Groton, CT"
1980,10086,"Groton, CT"
1981,10153.195594578425,"Groton, CT"
1982,10184.154089592537,"Groton, CT"
1983,10184.789764497422,"Groton, CT"
1984,10161.01689874816,"Groton, CT"
1985,10118.749771799829,"Groton, CT"
1986,10063.90266310751,"Groton, CT"
1987,10002.389852126289,"Groton, CT"
1988,9940.125618311242,"Groton, CT"
1989,9883.024241117453,"Groton, CT"
1990,9837,"Groton, CT"
1991,9806.690032860824,"Groton, CT"
1992,9791.622911389299,"Groton, CT"
1993,9790.050065721649,"Groton, CT"
1994,9800.222925994109,"Groton, CT"
1995,9820.392922342906,"Groton, CT"
1996,9848.81148490427,"Groton, CT"
1997,9883.730043814432,"Groton, CT"
1998,9923.400029209623,"Groton, CT"
1999,9966.072871226068,"Groton, CT"
2000,10010,"Groton, CT"
2001,10053.688273978278,"Groton, CT"
2002,10096.66626485027,"Groton, CT"
2003,10138.71797261598,"Groton, CT"
2004,10179.627397275404,"Groton, CT"
2005,10219.178538828546,"Groton, CT"
2006,10257.155397275405,"Groton, CT"
2007,10293.34197261598,"Groton, CT"
2008,10327.52226485027,"Groton, CT"
2009,10359.480273978277,"Groton, CT"
2010,10389,"Groton, CT"
1960,5210,"Grover Beach, CA"
1961,5121.320482142857,"Grover Beach, CA"
1962,5074.462190476191,"Grover Beach, CA"
1963,5067.207125,"Grover Beach, CA"
1964,5097.337285714286,"Grover Beach, CA"
1965,5162.634672619048,"Grover Beach, CA"
1966,5260.881285714286,"Grover Beach, CA"
1967,5389.859125,"Grover Beach, CA"
1968,5547.350190476191,"Grover Beach, CA"
1969,5731.136482142857,"Grover Beach, CA"
1970,5939,"Grover Beach, CA"
1971,6168.695821428571,"Grover Beach, CA"
1972,6417.8713333333335,"Grover Beach, CA"
1973,6684.147,"Grover Beach, CA"
1974,6965.143285714286,"Grover Beach, CA"
1975,7258.480654761905,"Grover Beach, CA"
1976,7561.779571428571,"Grover Beach, CA"
1977,7872.6605,"Grover Beach, CA"
1978,8188.743904761905,"Grover Beach, CA"
1979,8507.650249999999,"Grover Beach, CA"
1980,8827,"Grover Beach, CA"
1981,9144.548232142857,"Grover Beach, CA"
1982,9458.588476190476,"Grover Beach, CA"
1983,9767.548875,"Grover Beach, CA"
1984,10069.85757142857,"Grover Beach, CA"
1985,10363.942708333334,"Grover Beach, CA"
1986,10648.232428571428,"Grover Beach, CA"
1987,10921.154875,"Grover Beach, CA"
1988,11181.138190476191,"Grover Beach, CA"
1989,11426.610517857143,"Grover Beach, CA"
1990,11656,"Grover Beach, CA"
1991,11868.08225,"Grover Beach, CA"
1992,12063.022761904762,"Grover Beach, CA"
1993,12241.3345,"Grover Beach, CA"
1994,12403.530428571428,"Grover Beach, CA"
1995,12550.123511904761,"Grover Beach, CA"
1996,12681.626714285714,"Grover Beach, CA"
1997,12798.553,"Grover Beach, CA"
1998,12901.415333333334,"Grover Beach, CA"
1999,12990.72667857143,"Grover Beach, CA"
2000,13067,"Grover Beach, CA"
2001,13130.678767857144,"Grover Beach, CA"
2002,13181.928476190476,"Grover Beach, CA"
2003,13220.845125,"Grover Beach, CA"
2004,13247.524714285715,"Grover Beach, CA"
2005,13262.063244047618,"Grover Beach, CA"
2006,13264.556714285714,"Grover Beach, CA"
2007,13255.101125,"Grover Beach, CA"
2008,13233.792476190476,"Grover Beach, CA"
2009,13200.726767857142,"Grover Beach, CA"
2010,13156,"Grover Beach, CA"
1960,17304,"Groves, TX"
1961,17527.907232142858,"Groves, TX"
1962,17713.30619047619,"Groves, TX"
1963,17862.336875,"Groves, TX"
1964,17977.139285714286,"Groves, TX"
1965,18059.853422619046,"Groves, TX"
1966,18112.619285714285,"Groves, TX"
1967,18137.576875,"Groves, TX"
1968,18136.86619047619,"Groves, TX"
1969,18112.62723214286,"Groves, TX"
1970,18067,"Groves, TX"
1971,18002.309321428573,"Groves, TX"
1972,17921.619333333332,"Groves, TX"
1973,17828.179,"Groves, TX"
1974,17725.237285714287,"Groves, TX"
1975,17616.043154761905,"Groves, TX"
1976,17503.84557142857,"Groves, TX"
1977,17391.8935,"Groves, TX"
1978,17283.435904761904,"Groves, TX"
1979,17181.72175,"Groves, TX"
1980,17090,"Groves, TX"
1981,17010.595482142857,"Groves, TX"
1982,16942.136476190477,"Groves, TX"
1983,16882.327125,"Groves, TX"
1984,16828.87157142857,"Groves, TX"
1985,16779.473958333332,"Groves, TX"
1986,16731.838428571427,"Groves, TX"
1987,16683.669125,"Groves, TX"
1988,16632.67019047619,"Groves, TX"
1989,16576.545767857144,"Groves, TX"
1990,16513,"Groves, TX"
1991,16440.50575,"Groves, TX"
1992,16360.610761904762,"Groves, TX"
1993,16275.6315,"Groves, TX"
1994,16187.88442857143,"Groves, TX"
1995,16099.686011904761,"Groves, TX"
1996,16013.352714285715,"Groves, TX"
1997,15931.201000000001,"Groves, TX"
1998,15855.547333333334,"Groves, TX"
1999,15788.708178571429,"Groves, TX"
2000,15733,"Groves, TX"
2001,15690.585517857144,"Groves, TX"
2002,15663.012476190475,"Groves, TX"
2003,15651.674875,"Groves, TX"
2004,15657.966714285714,"Groves, TX"
2005,15683.281994047618,"Groves, TX"
2006,15729.014714285715,"Groves, TX"
2007,15796.558875,"Groves, TX"
2008,15887.308476190476,"Groves, TX"
2009,16002.657517857142,"Groves, TX"
2010,16144,"Groves, TX"
1970,4190,"Gulf Breeze, FL"
1971,4415.609,"Gulf Breeze, FL"
1972,4616.187555555555,"Gulf Breeze, FL"
1973,4793.054666666667,"Gulf Breeze, FL"
1974,4947.529333333334,"Gulf Breeze, FL"
1975,5080.930555555556,"Gulf Breeze, FL"
1976,5194.577333333334,"Gulf Breeze, FL"
1977,5289.788666666667,"Gulf Breeze, FL"
1978,5367.883555555556,"Gulf Breeze, FL"
1979,5430.1810000000005,"Gulf Breeze, FL"
1980,5478,"Gulf Breeze, FL"
1981,5512.7395,"Gulf Breeze, FL"
1982,5536.118222222222,"Gulf Breeze, FL"
1983,5549.934833333334,"Gulf Breeze, FL"
1984,5555.988,"Gulf Breeze, FL"
1985,5556.076388888889,"Gulf Breeze, FL"
1986,5551.998666666666,"Gulf Breeze, FL"
1987,5545.5535,"Gulf Breeze, FL"
1988,5538.539555555556,"Gulf Breeze, FL"
1989,5532.7555,"Gulf Breeze, FL"
1990,5530,"Gulf Breeze, FL"
1991,5531.672,"Gulf Breeze, FL"
1992,5537.571555555555,"Gulf Breeze, FL"
1993,5547.099,"Gulf Breeze, FL"
1994,5559.654666666666,"Gulf Breeze, FL"
1995,5574.638888888889,"Gulf Breeze, FL"
1996,5591.452,"Gulf Breeze, FL"
1997,5609.494333333333,"Gulf Breeze, FL"
1998,5628.166222222222,"Gulf Breeze, FL"
1999,5646.868,"Gulf Breeze, FL"
2000,5665,"Gulf Breeze, FL"
2001,5682.0425,"Gulf Breeze, FL"
2002,5697.795555555555,"Gulf Breeze, FL"
2003,5712.139166666667,"Gulf Breeze, FL"
2004,5724.953333333333,"Gulf Breeze, FL"
2005,5736.118055555556,"Gulf Breeze, FL"
2006,5745.513333333333,"Gulf Breeze, FL"
2007,5753.019166666667,"Gulf Breeze, FL"
2008,5758.515555555556,"Gulf Breeze, FL"
2009,5761.8825,"Gulf Breeze, FL"
2010,5763,"Gulf Breeze, FL"
1990,3261,"Gulf Shores, AL"
1991,3308.17,"Gulf Shores, AL"
1992,3384.48,"Gulf Shores, AL"
1993,3489.9300000000003,"Gulf Shores, AL"
1994,3624.52,"Gulf Shores, AL"
1995,3788.25,"Gulf Shores, AL"
1996,3981.12,"Gulf Shores, AL"
1997,4203.13,"Gulf Shores, AL"
1998,4454.280000000001,"Gulf Shores, AL"
1999,4734.57,"Gulf Shores, AL"
2000,5044,"Gulf Shores, AL"
2001,5382.57,"Gulf Shores, AL"
2002,5750.28,"Gulf Shores, AL"
2003,6147.13,"Gulf Shores, AL"
2004,6573.12,"Gulf Shores, AL"
2005,7028.25,"Gulf Shores, AL"
2006,7512.52,"Gulf Shores, AL"
2007,8025.93,"Gulf Shores, AL"
2008,8568.48,"Gulf Shores, AL"
2009,9140.17,"Gulf Shores, AL"
2010,9741,"Gulf Shores, AL"
1960,9730,"Gulfport, FL"
1961,9586.947625,"Gulfport, FL"
1962,9481.959333333334,"Gulfport, FL"
1963,9412.682125,"Gulfport, FL"
1964,9376.763,"Gulfport, FL"
1965,9371.848958333334,"Gulfport, FL"
1966,9395.587,"Gulfport, FL"
1967,9445.624125,"Gulfport, FL"
1968,9519.607333333333,"Gulfport, FL"
1969,9615.183625,"Gulfport, FL"
1970,9730,"Gulfport, FL"
1971,9861.46475,"Gulfport, FL"
1972,10006.031333333332,"Gulfport, FL"
1973,10159.9145,"Gulfport, FL"
1974,10319.329,"Gulfport, FL"
1975,10480.489583333334,"Gulfport, FL"
1976,10639.611,"Gulfport, FL"
1977,10792.908,"Gulfport, FL"
1978,10936.595333333333,"Gulfport, FL"
1979,11066.88775,"Gulfport, FL"
1980,11180,"Gulfport, FL"
1981,11273.340375,"Gulfport, FL"
1982,11349.091333333334,"Gulfport, FL"
1983,11410.628875,"Gulfport, FL"
1984,11461.329,"Gulfport, FL"
1985,11504.567708333334,"Gulfport, FL"
1986,11543.721,"Gulfport, FL"
1987,11582.164875,"Gulfport, FL"
1988,11623.275333333333,"Gulfport, FL"
1989,11670.428375,"Gulfport, FL"
1990,11727,"Gulfport, FL"
1991,11795.33975,"Gulfport, FL"
1992,11873.691333333334,"Gulfport, FL"
1993,11959.272,"Gulfport, FL"
1994,12049.299,"Gulfport, FL"
1995,12140.989583333334,"Gulfport, FL"
1996,12231.561,"Gulfport, FL"
1997,12318.2305,"Gulfport, FL"
1998,12398.215333333334,"Gulfport, FL"
1999,12468.73275,"Gulfport, FL"
2000,12527,"Gulfport, FL"
2001,12570.439625,"Gulfport, FL"
2002,12597.295333333333,"Gulfport, FL"
2003,12606.016125,"Gulfport, FL"
2004,12595.051,"Gulfport, FL"
2005,12562.848958333334,"Gulfport, FL"
2006,12507.859,"Gulfport, FL"
2007,12428.530125,"Gulfport, FL"
2008,12323.311333333333,"Gulfport, FL"
2009,12190.651625,"Gulfport, FL"
2010,12029,"Gulfport, FL"
1900,1100,"Gulfport, MS"
1901,1998.5333163148644,"Gulfport, MS"
1902,2798.50189567087,"Gulfport, MS"
1903,3506.039738068017,"Gulfport, MS"
1904,4127.280843506305,"Gulfport, MS"
1905,4668.359211985735,"Gulfport, MS"
1906,5135.408843506305,"Gulfport, MS"
1907,5534.563738068016,"Gulfport, MS"
1908,5871.95789567087,"Gulfport, MS"
1909,6153.725316314865,"Gulfport, MS"
1910,6386.000000000002,"Gulfport, MS"
1911,6575.736820422163,"Gulfport, MS"
1912,6733.174146060783,"Gulfport, MS"
1913,6869.371219091174,"Gulfport, MS"
1914,6995.3872816886515,"Gulfport, MS"
1915,7122.281576028532,"Gulfport, MS"
1916,7261.113344286129,"Gulfport, MS"
1917,7422.94182863676,"Gulfport, MS"
1918,7618.826271255739,"Gulfport, MS"
1919,7859.8259143183805,"Gulfport, MS"
1920,8157,"Gulfport, MS"
1921,8517.303401996483,"Gulfport, MS"
1922,8931.273520086,"Gulfport, MS"
1923,9385.34338556729,"Gulfport, MS"
1924,9865.946029739089,"Gulfport, MS"
1925,10359.514483900139,"Gulfport, MS"
1926,10852.481779349177,"Gulfport, MS"
1927,11331.280947384943,"Gulfport, MS"
1928,11782.345019306176,"Gulfport, MS"
1929,12192.107026411615,"Gulfport, MS"
1930,12547,"Gulfport, MS"
1931,12838.5585715919,"Gulfport, MS"
1932,13078.723773595213,"Gulfport, MS"
1933,13284.538238639669,"Gulfport, MS"
1934,13473.044599354993,"Gulfport, MS"
1935,13661.285488370915,"Gulfport, MS"
1936,13866.303538317165,"Gulfport, MS"
1937,14105.141381823469,"Gulfport, MS"
1938,14394.841651519557,"Gulfport, MS"
1939,14752.446980035158,"Gulfport, MS"
1940,15195,"Gulfport, MS"
1941,15734.160311635915,"Gulfport, MS"
1942,16360.055385533145,"Gulfport, MS"
1943,17057.42965987404,"Gulfport, MS"
1944,17811.027572840943,"Gulfport, MS"
1945,18605.593562616203,"Gulfport, MS"
1946,19425.872067382166,"Gulfport, MS"
1947,20256.607525321182,"Gulfport, MS"
1948,21082.544374615594,"Gulfport, MS"
1949,21888.427053447755,"Gulfport, MS"
1950,22659,"Gulfport, MS"
1951,23384.145181864442,"Gulfport, MS"
1952,24074.29468427221,"Gulfport, MS"
1953,24745.018121864177,"Gulfport, MS"
1954,25411.88510928124,"Gulfport, MS"
1955,26090.465261164274,"Gulfport, MS"
1956,26796.328192154167,"Gulfport, MS"
1957,27545.0435168918,"Gulfport, MS"
1958,28352.180850018063,"Gulfport, MS"
1959,29233.309806173835,"Gulfport, MS"
1960,30204,"Gulfport, MS"
1961,31272.349960906315,"Gulfport, MS"
1962,32416.573877378025,"Gulfport, MS"
1963,33607.41485266925,"Gulfport, MS"
1964,34815.6159900341,"Gulfport, MS"
1965,36011.9203927267,"Gulfport, MS"
1966,37167.071164001165,"Gulfport, MS"
1967,38251.81140711161,"Gulfport, MS"
1968,39236.884225312155,"Gulfport, MS"
1969,40093.03272185691,"Gulfport, MS"
1970,40791,"Gulfport, MS"
1971,41308.570974510294,"Gulfport, MS"
1972,41651.69780621569,"Gulfport, MS"
1973,41833.37446745883,"Gulfport, MS"
1974,41866.59493058236,"Gulfport, MS"
1975,41764.35316792892,"Gulfport, MS"
1976,41539.64315184118,"Gulfport, MS"
1977,41205.45885466177,"Gulfport, MS"
1978,40774.794248733335,"Gulfport, MS"
1979,40260.64330639853,"Gulfport, MS"
1980,39676,"Gulfport, MS"
1981,39041.8221410525,"Gulfport, MS"
1982,38410.922897759214,"Gulfport, MS"
1983,37844.07927749544,"Gulfport, MS"
1984,37402.06828763647,"Gulfport, MS"
1985,37145.666935557594,"Gulfport, MS"
1986,37135.65222863412,"Gulfport, MS"
1987,37432.80117424132,"Gulfport, MS"
1988,38097.89077975451,"Gulfport, MS"
1989,39191.69805254897,"Gulfport, MS"
1990,40775,"Gulfport, MS"
1991,42882.799461279705,"Gulfport, MS"
1992,45447.00260274745,"Gulfport, MS"
1993,48373.74142255941,"Gulfport, MS"
1994,51569.147918871764,"Gulfport, MS"
1995,54939.354089840686,"Gulfport, MS"
